symbol,Date,Open,High,Low,Volume,avg_sentiment_score
AAPL,2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,55859400,0.1718614718614718
AAPL,2024-01-31,187.0399932861328,187.10000610351562,184.35000610351562,55467800,0.125
AAPL,2024-02-01,183.99000549316406,186.9499969482422,183.82000732421875,64885400,0.0916666666666666
AAPL,2024-02-02,179.86000061035156,187.3300018310547,179.25,102518000,0.1151515151515151
AAPL,2024-02-05,188.14999389648438,189.25,185.83999633789062,69668800,-0.1
AAPL,2024-02-06,186.86000061035156,189.30999755859375,186.77000427246094,43490800,0.053030303030303
AAPL,2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,53439000,0.2337121212121212
AAPL,2024-02-08,189.38999938964844,189.5399932861328,187.35000610351562,40962000,0.2194444444444444
AAPL,2024-02-09,188.64999389648438,189.99000549316406,188.0,45155200,-0.1333333333333333
AAPL,2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,41781900,0.0446969696969697
AAPL,2024-02-13,185.77000427246094,186.2100067138672,183.50999450683594,56529500,0.1886904761904762
AAPL,2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,54630500,0.1836363636363636
AAPL,2024-02-15,183.5500030517578,184.49000549316406,181.35000610351562,65434500,0.0249999999999999
AAPL,2024-02-16,183.4199981689453,184.85000610351562,181.6699981689453,49701400,0.2583333333333333
AAPL,2024-02-20,181.7899932861328,182.42999267578125,180.0,53665600,0.0
AAPL,2024-02-21,181.94000244140625,182.88999938964844,180.66000366210938,41529700,0.3181818181818182
AAPL,2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,52292200,-0.0666666666666666
AAPL,2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,45074500,0.2291666666666666
AAPL,2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,40867400,0.0
AAPL,2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,54318900,-0.05
AAPL,2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,48894200,-0.04
GOOGL,2024-01-30,152.8000030517578,153.6199951171875,151.19000244140625,36331800,-0.05
GOOGL,2024-01-31,143.6199951171875,144.0,139.8699951171875,71910000,0.1393939393939394
GOOGL,2024-02-01,142.1199951171875,143.05999755859375,140.7899932861328,40466500,-0.0238095238095238
GOOGL,2024-02-02,139.25999450683594,142.6199951171875,136.5,62470600,0.1960227272727272
GOOGL,2024-02-05,142.82000732421875,145.47000122070312,142.77999877929688,38505400,0.1666666666666666
GOOGL,2024-02-06,144.64999389648438,145.36000061035156,143.19000244140625,29128200,0.0
GOOGL,2024-02-07,144.75999450683594,145.6199951171875,143.92999267578125,25208900,0.109090909090909
GOOGL,2024-02-08,145.8300018310547,146.3300018310547,145.10000610351562,22563800,0.2382440476190476
GOOGL,2024-02-09,146.67999267578125,149.44000244140625,146.17999267578125,26829500,0.0
GOOGL,2024-02-12,148.4199981689453,149.33999633789062,147.3699951171875,21564100,-0.0159090909090909
GOOGL,2024-02-13,144.9199981689453,146.6699981689453,143.69000244140625,27837700,0.0681818181818181
GOOGL,2024-02-14,146.0800018310547,146.52000427246094,144.08999633789062,22704200,-0.0291666666666666
GOOGL,2024-02-15,143.13999938964844,143.52000427246094,140.4600067138672,37590700,0.0795454545454545
GOOGL,2024-02-16,142.99000549316406,143.19000244140625,140.13999938964844,31451100,0.35
GOOGL,2024-02-20,139.66000366210938,142.0800018310547,139.49000549316406,25144700,0.0
GOOGL,2024-02-21,141.4499969482422,142.69000244140625,140.67999267578125,23315700,0.0409090909090909
GOOGL,2024-02-22,144.92999267578125,145.0,142.8000030517578,27191900,0.0729365079365079
GOOGL,2024-02-23,143.6699981689453,144.67999267578125,143.42999267578125,19475800,-0.0561728395061728
GOOGL,2024-02-26,142.13999938964844,142.44000244140625,137.38999938964844,53641800,0.0
GOOGL,2024-02-27,138.02000427246094,139.25,137.08999633789062,33099200,0.05
GOOGL,2024-02-28,137.89999389648438,138.00999450683594,135.41000366210938,37278600,-0.075
AMZN,2024-01-30,160.6999969482422,161.72999572753906,158.49000549316406,45207400,0.0
AMZN,2024-01-31,157.0,159.00999450683594,154.80999755859375,50284400,0.2239583333333333
AMZN,2024-02-01,155.8699951171875,159.75999450683594,155.6199951171875,76542400,0.1805194805194805
AMZN,2024-02-02,169.19000244140625,172.5,167.3300018310547,117154900,0.0642676767676767
AMZN,2024-02-05,170.1999969482422,170.5500030517578,167.6999969482422,55081300,0.4375
AMZN,2024-02-06,169.38999938964844,170.7100067138672,167.64999389648438,42505500,0.142547928262214
AMZN,2024-02-07,169.47999572753906,170.8800048828125,168.94000244140625,47174100,0.1339285714285714
AMZN,2024-02-08,169.64999389648438,171.42999267578125,168.8800048828125,42316500,0.2380952380952381
AMZN,2024-02-09,170.89999389648438,175.0,170.5800018310547,56986000,0.2222222222222222
AMZN,2024-02-12,174.8000030517578,175.38999938964844,171.5399932861328,51050400,0.0
AMZN,2024-02-13,167.72999572753906,170.9499969482422,165.75,56345100,0.0437777777777777
AMZN,2024-02-14,169.2100067138672,171.2100067138672,168.27999877929688,42815500,0.0
AMZN,2024-02-15,170.5800018310547,171.1699981689453,167.58999633789062,49855200,0.2628968253968254
AMZN,2024-02-16,168.74000549316406,170.4199981689453,167.1699981689453,48074600,0.4166666666666667
AMZN,2024-02-20,167.8300018310547,168.7100067138672,165.74000549316406,41980300,-0.0777777777777777
AMZN,2024-02-21,168.94000244140625,170.22999572753906,167.13999938964844,44575600,0.3090909090909091
AMZN,2024-02-22,173.10000610351562,174.8000030517578,171.77000427246094,55392400,0.3767195767195767
AMZN,2024-02-23,174.27999877929688,175.75,173.6999969482422,59662900,0.2644444444444444
AMZN,2024-02-26,175.6999969482422,176.3699951171875,174.25999450683594,44368600,0.1999999999999999
AMZN,2024-02-27,174.0800018310547,174.6199951171875,172.86000061035156,31141700,0.5
AMZN,2024-02-28,172.44000244140625,174.0500030517578,172.27000427246094,28093900,0.0482142857142857
MSFT,2024-01-30,412.260009765625,413.04998779296875,406.45001220703125,33477600,-0.0166666666666666
MSFT,2024-01-31,406.9599914550781,415.32000732421875,397.2099914550781,47871100,-0.0012396694214876
MSFT,2024-02-01,401.8299865722656,408.0,401.79998779296875,30657700,0.2727272727272727
MSFT,2024-02-02,403.80999755859375,412.6499938964844,403.55999755859375,28245000,0.2
MSFT,2024-02-05,409.8999938964844,411.1600036621094,403.989990234375,25352300,0.0
MSFT,2024-02-06,405.8800048828125,407.9700012207031,402.9100036621094,18382600,0.0
MSFT,2024-02-07,407.44000244140625,414.29998779296875,407.3999938964844,22340500,0.1727272727272727
MSFT,2024-02-08,414.04998779296875,415.55999755859375,412.5299987792969,21225300,0.0698412698412698
MSFT,2024-02-09,415.25,420.82000732421875,415.0899963378906,22032800,0.1036796536796536
MSFT,2024-02-12,420.55999755859375,420.739990234375,414.75,21202900,0.2020833333333333
MSFT,2024-02-13,404.94000244140625,410.07000732421875,403.3900146484375,27824900,-0.0263636363636363
MSFT,2024-02-14,408.07000732421875,409.8399963378906,404.57000732421875,20401200,0.135
MSFT,2024-02-15,408.1400146484375,409.1300048828125,404.2900085449219,21825500,0.0189393939393939
MSFT,2024-02-16,407.9599914550781,408.2900085449219,403.44000244140625,22281100,0.0
MSFT,2024-02-20,403.239990234375,404.489990234375,398.010009765625,24307900,0.0
MSFT,2024-02-21,400.1700134277344,402.2900085449219,397.2200012207031,18631100,-0.1
MSFT,2024-02-22,410.19000244140625,412.8299865722656,408.57000732421875,27009900,0.0
MSFT,2024-02-26,411.4599914550781,412.1600036621094,407.3599853515625,16193500,-0.0467532467532467
MSFT,2024-02-27,407.989990234375,408.32000732421875,403.8500061035156,14835800,-0.0272727272727272
MSFT,2024-02-28,408.17999267578125,409.29998779296875,405.32000732421875,13159700,0.0
TSLA,2024-01-30,195.3300018310547,196.36000061035156,190.61000061035156,109982300,0.0
TSLA,2024-01-31,187.0,193.97000122070312,185.85000610351562,103221400,0.0593181818181818
TSLA,2024-02-01,188.5,189.8800048828125,184.27999877929688,91843300,0.1714285714285714
TSLA,2024-02-02,185.0399932861328,188.69000244140625,182.0,110505100,0.0317155067155067
TSLA,2024-02-05,184.25999450683594,184.67999267578125,175.00999450683594,134294400,0.1875
TSLA,2024-02-06,177.2100067138672,186.49000549316406,177.11000061035156,122676000,-0.2375
TSLA,2024-02-07,188.17999267578125,189.7899932861328,182.67999267578125,111535200,0.0083333333333333
TSLA,2024-02-08,189.0,191.6199951171875,185.5800018310547,83034000,0.2
TSLA,2024-02-09,190.17999267578125,194.1199951171875,189.47999572753906,84476300,-0.0416666666666666
TSLA,2024-02-12,192.11000061035156,194.72999572753906,187.27999877929688,95498600,0.1166666666666666
TSLA,2024-02-13,183.99000549316406,187.25999450683594,182.11000061035156,86759500,0.2
TSLA,2024-02-14,185.3000030517578,188.88999938964844,183.35000610351562,81203000,0.06
TSLA,2024-02-15,189.16000366210938,200.8800048828125,188.86000061035156,120831800,-0.0337752525252525
TSLA,2024-02-16,202.05999755859375,203.1699981689453,197.39999389648438,111173600,0.225
TSLA,2024-02-20,196.1300048828125,198.60000610351562,189.1300048828125,104545800,0.25
TSLA,2024-02-21,193.36000061035156,199.44000244140625,191.9499969482422,103844000,-0.0625
TSLA,2024-02-22,194.0,198.32000732421875,191.36000061035156,92739500,0.3125
TSLA,2024-02-23,195.30999755859375,197.57000732421875,191.5,78670300,0.0
TSLA,2024-02-26,192.2899932861328,201.77999877929688,192.0,111747100,0.0
TSLA,2024-02-27,204.0399932861328,205.60000610351562,198.25999450683594,108645400,-0.046875
TSLA,2024-02-28,200.4199981689453,205.3000030517578,198.44000244140625,99588500,0.0136363636363636
